,used_feature,train_accuracy,test_accuracy,train_f1,test_f1
1891,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8536811642365583,0.8392041206280635,0.8537847501542977,0.8390488097864082
1942,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '연간소득', '부채_대비_소득_비율', '대출금액']",0.857198244229358,0.8392041206280635,0.8572499241586705,0.8387949956055397
1555,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '연간소득']",0.8547889059665739,0.8392041206280635,0.8548424967419754,0.838909914634833
2029,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.8566859136792256,0.8390795048600149,0.8567050990411229,0.8386554604848356
2009,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '연간소득', '부채_대비_소득_비율', '대출금액']",0.8545396640773204,0.8390795048600149,0.8546251806631001,0.8388423089419261
1107,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '부채_대비_소득_비율', '최근_2년간_연체_횟수']",0.8515903017211537,0.8390795048600149,0.8517731324870889,0.8390498362287839
1871,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '월별대출금액', '연간소득', '부채_대비_소득_비율']",0.8542488818731913,0.8390795048600149,0.8543442840505351,0.8388700223444181
1307,"['총상환대출비율', '총상환이자', '총상환원금', '연간소득', '부채_대비_소득_비율', '대출금액']",0.8574336393469862,0.8390379662706654,0.8574791847274618,0.8387658187577242
267,"['대출기간', '총상환이자', '총상환원금', '총상환액']",0.8536119303784323,0.838996427681316,0.8529860203276304,0.8375738087062835
1278,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '최근_2년간_연체_횟수']",0.8550381478558274,0.838913350502617,0.8552395898669308,0.8387947353017859
1163,"['대출기간', '총상환이자', '총상환원금', '총상환액', '최근_2년간_연체_횟수', '대출금액']",0.856422825018347,0.8388718119132674,0.8558368911902718,0.8375416418576289
1699,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '대출목적', '연간소득', '부채_대비_소득_비율']",0.8566166798210997,0.8388302733239179,0.8566761012352205,0.8385601465244027
1104,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '연간소득', '부채_대비_소득_비율']",0.8535565432919315,0.8388302733239179,0.8536555358704324,0.8386791372982102
1877,"['대출기간', '총상환대출비율', '총상환원금', '총상환액', '대출목적', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수']",0.85451197053407,0.8387887347345684,0.8545773130235348,0.8384700057653038
1888,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '연간소득', '최근_2년간_연체_횟수', '대출금액']",0.8534042288040543,0.8387887347345684,0.8534435914140353,0.8385865866088553
244,"['대출기간', '총상환대출비율', '총상환원금', '최근_2년간_연체_횟수']",0.8476855121228486,0.8387471961452189,0.8475778715830031,0.8384823511082257
1102,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '부채_대비_소득_비율', '대출금액']",0.8526841966795442,0.8386641189665199,0.8528120154576492,0.8386069585251706
778,"['총상환대출비율', '총상환이자', '총상환원금', '대출목적', '연간소득']",0.8550519946274526,0.8386641189665199,0.8551487976075139,0.8384533352742289
1586,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '연간소득', '부채_대비_소득_비율', '대출금액']",0.8531965272296764,0.8386641189665199,0.853309608591144,0.8385321449083811
1724,"['총상환대출비율', '총상환이자', '총상환원금', '대출목적', '부채_대비_소득_비율', '최근_2년간_연체_횟수', '대출금액']",0.855716639665462,0.8386225803771704,0.8557588993988379,0.8383003835112952
774,"['총상환대출비율', '총상환이자', '총상환원금', '총상환액', '부채_대비_소득_비율']",0.8549550672260763,0.8385810417878209,0.8550434233769448,0.8383401100815578
1577,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '연간소득', '대출금액']",0.8530026724269236,0.8385810417878209,0.8530480832510677,0.8384109210371808
780,"['총상환대출비율', '총상환이자', '총상환원금', '대출목적', '최근_2년간_연체_횟수']",0.8534873094338055,0.8385810417878209,0.8536773827713621,0.8384731376941977
1886,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '월별대출금액', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수']",0.8532103740013016,0.8385810417878209,0.853295691939505,0.838417295016811
1100,"['대출기간', '총상환대출비율', '총상환원금', '대출목적', '연간소득', '대출금액']",0.8526565031362938,0.8385810417878209,0.8527082588925397,0.8383517836882282
1585,"['대출기간', '총상환대출비율', '총상환원금', '월별대출금액', '연간소득', '부채_대비_소득_비율', '최근_2년간_연체_횟수']",0.8523241806172891,0.8385395031984714,0.8524517917674589,0.8384265232926342
